Image,Mask
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1575_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1575_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1575_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1575_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1576_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1576_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1576_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1576_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1576_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1576_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1576_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1576_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1577_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1577_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1577_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1577_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1577_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1577_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1577_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1577_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1578_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1578_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1578_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1578_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1578_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1578_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1578_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1578_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1579_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1579_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1579_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1579_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1579_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1579_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1579_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1579_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/157_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/157_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/157_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/157_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/157_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/157_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/157_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/157_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1580_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1580_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1580_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1580_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1580_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1580_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1580_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1580_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1581_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1581_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1581_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1581_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1581_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1581_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1581_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1581_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1582_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1582_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1582_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1582_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1582_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1582_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1582_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1582_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1583_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1583_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1583_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1583_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1583_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1583_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1583_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1583_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1584_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1584_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1584_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1584_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1584_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1584_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1584_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1584_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1585_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1585_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1585_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1585_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1585_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1585_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1585_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1585_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1586_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1586_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1586_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1586_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1586_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1586_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1586_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1586_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1587_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1587_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1587_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1587_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1587_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1587_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1587_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1587_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1588_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1588_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1588_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1588_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1588_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1588_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1588_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1588_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1589_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1589_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1589_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1589_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1589_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1589_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1589_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1589_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/158_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/158_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/158_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/158_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/158_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/158_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/158_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/158_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1590_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1590_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1590_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1590_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1590_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1590_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1590_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1590_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1591_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1591_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1591_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1591_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1591_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1591_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1591_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1591_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1592_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1592_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1592_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1592_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1592_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1592_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1592_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1592_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1593_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1593_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1593_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1593_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1593_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1593_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1593_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1593_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1594_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1594_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1594_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1594_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1594_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1594_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1594_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1594_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1595_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1595_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1595_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1595_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1595_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1595_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1595_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1595_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1596_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1596_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1596_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1596_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1596_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1596_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1596_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1596_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1597_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1597_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1597_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1597_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1597_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1597_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1597_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1597_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1598_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1598_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1598_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1598_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1598_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1598_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1598_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1598_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1599_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1599_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1599_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1599_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1599_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1599_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1599_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1599_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/159_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/159_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/159_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/159_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/159_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/159_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/159_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/159_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/15_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/15_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/15_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/15_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/15_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/15_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/15_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/15_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1600_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1600_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1600_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1600_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1600_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1600_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1600_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1600_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1601_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1601_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1601_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1601_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1601_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1601_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1601_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1601_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1602_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1602_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1602_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1602_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1602_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1602_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1602_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1602_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1603_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1603_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1603_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1603_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1603_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1603_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1603_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1603_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1604_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1604_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1604_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1604_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1604_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1604_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1604_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1604_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1605_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1605_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1605_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1605_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1605_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1605_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1605_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1605_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1606_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1606_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1606_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1606_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1606_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1606_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1606_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1606_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1607_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1607_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1607_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1607_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1607_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1607_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1607_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1607_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1608_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1608_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1608_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1608_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1608_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1608_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1608_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1608_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1609_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1609_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1609_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1609_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1609_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1609_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1609_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1609_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/160_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/160_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/160_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/160_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/160_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/160_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/160_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/160_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1610_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1610_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1610_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1610_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1610_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1610_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1610_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1610_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1611_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1611_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1611_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1611_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1611_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1611_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1611_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1611_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1612_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1612_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1612_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1612_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1612_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1612_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1612_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1612_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1613_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1613_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1613_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1613_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1613_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1613_3.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1613_4.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1613_4.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1614_1.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1614_1.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1614_2.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1614_2.bmp
E:\MedicalData\TNSCUI2020\segmentation\augtrain/image/1614_3.bmp,E:\MedicalData\TNSCUI2020\segmentation\augtrain/mask/1614_3.bmp
